Temperature_1,Temperature_2,Pressure_1,Pressure_2,Flow_Rate_1,Flow_Rate_2,Vibration_1,Vibration_2,Chemical_A,Chemical_B,Motor_Current,Motor_Speed,Humidity,Power_Consumption,Efficiency,Abnormality_score,top_feature_1,top_feature_2,top_feature_3,top_feature_4,top_feature_5,top_feature_6,top_feature_7
17.749264652158498,18.1728729200456,1047.8093414862274,1040.7660800864098,49.62019379778227,42.84979935670309,0.0720576362977401,0.093785452352576,77.18156973229502,-14.058583015528722,14.91448271638603,1806.9178250713612,52.52910083215226,142.98356995090543,87.54469652550632,44.522314703363264,Temperature_1,Temperature_2,Pressure_1,,,,
16.637541083743482,17.905588162616393,1048.0110459706525,1041.7922376952504,54.25702589521681,44.81181860999565,0.0883280134730799,0.1265215509683533,76.85278431071357,-13.515351093258984,15.441024403612012,1816.2854408997891,52.29775224894113,144.3370754546133,86.57031900483355,33.243054567731946,Temperature_1,Temperature_2,Pressure_1,,,,
16.183322329446778,18.3021564903303,1045.5645554423563,1042.3558367287887,52.6123477224544,47.259586239205404,0.1207675770203863,0.1271314602378993,76.26863495538683,-13.59072293734167,15.15888206065698,1784.8103021918669,51.206313028740304,141.86822627550296,87.3366750613864,29.300501435720587,Temperature_1,Temperature_2,Pressure_1,,,,
15.163457420910596,18.33666356989348,1042.6754968382068,1043.715755149434,52.069046528732095,47.62883950944,0.0696130784904631,0.1080666439808867,76.2512170180569,-13.33432370002317,14.785954751729406,1800.7156911258517,59.35712434798332,146.79198434330814,86.93451903923982,38.71113118992799,Temperature_1,Temperature_2,Pressure_1,,,,
15.327494534852296,18.144876286942825,1043.1711032356504,1042.721963778058,47.49227527118649,43.438816393845066,0.0433568880377886,0.1263659090679151,77.28287467774176,-13.469410378089146,15.157663109225595,1801.935256614447,57.80047647565126,143.90618963035382,86.13845648772345,35.57782968182587,Temperature_1,Temperature_2,Pressure_1,,,,
14.545987962239394,19.2113057974255,1041.7716286162845,1042.9976092366749,51.27083606041845,44.655300554137206,0.09097682283182,0.1391927800464023,75.89652098950388,-12.774089625128878,15.158148605881728,1787.6043771391976,59.70531954675699,137.9244657515101,88.29046074137635,52.84884038909554,Temperature_1,Temperature_2,Pressure_1,,,,
14.464219017887013,20.300554849348718,1042.352603982176,1046.9341063270904,46.021483210293056,41.95512339564316,0.1110348159982184,0.086747717409689,76.12943161398837,-13.513630840207002,14.681777774053812,1789.3014209320984,64.51604129713635,143.80562893118133,87.04758863871359,52.71013604494542,Temperature_1,Temperature_2,Pressure_1,,,,
16.402697365538586,20.296961707141367,1046.3282302191128,1046.4222695171325,47.52178904917934,42.76281712836277,0.1240052349947765,0.1275411721123622,78.16993658808055,-14.328820980514646,14.740597354942553,1796.8707057541662,65.49890189186014,142.61139799891998,89.01832376372326,49.46503974129931,Temperature_1,Temperature_2,Pressure_1,,,,
16.351577943823994,22.21734407695197,1045.1294558837094,1048.7916942782028,47.55475387591638,47.71012155093874,0.090736772758292,0.0826009376950488,74.34168422784626,-11.633675611538008,14.60845202744672,1793.384585574847,67.86952419774413,143.02206461298343,85.3063593823783,42.16112457532694,Temperature_1,Temperature_2,Pressure_1,,,,
17.53376410234396,22.77022667683174,1048.043173612427,1048.9741527361678,50.12324098032399,45.55122249821145,0.0917714678576799,0.1055150279471518,73.66579535863038,-11.584697620448216,14.975139201842644,1803.204067616102,73.64462203504576,142.81441222167194,86.32260646872844,24.57136173110009,Temperature_1,Temperature_2,Pressure_1,,,,
17.993530681380665,24.22823946743726,1051.129331721373,1050.5748078117772,45.882359201761766,46.297472423707774,0.1230780146851149,0.1444374954735141,76.04464204923872,-11.984788504945088,14.268356967737317,1789.5244851441669,69.10901540638059,144.53876101996536,86.84525441076417,52.503452621154736,Temperature_1,Temperature_2,Pressure_1,,,,
19.727808637737407,24.52312346212918,1054.1831604455756,1051.486919772337,43.960975688358346,48.88270225296588,0.0626051660060915,0.1112732694991191,74.32135693870589,-11.57061438248218,14.851514868446497,1791.436514817188,69.3644782119652,145.49386328767378,87.8694319051978,59.4677576902523,Temperature_1,Temperature_2,Pressure_1,,,,
21.34955652036754,24.74214877487195,1056.135436710409,1052.9842220580713,51.86769908950739,47.49179878378019,0.0922295844963398,0.1023918005338654,74.42071008781727,-11.638208509628663,14.93986750926626,1798.2137896519766,69.89241528691562,144.00031587218996,87.03777346118017,15.967316805042547,Temperature_1,Temperature_2,Pressure_1,,,,
21.924503211288847,25.21268633000301,1056.887009900746,1054.3266985397522,56.19909857437502,45.63014173567776,0.1038084777985011,0.1170309340652297,73.70120553166385,-12.544537041059824,15.413516600668066,1815.5164503604644,70.80328590900646,143.33846493326698,86.84256164041871,42.6224830941957,Temperature_1,Temperature_2,Pressure_1,,,,
23.72338291510557,26.019233978664552,1060.5667971569294,1055.2634457906145,55.47789270587887,44.14250893685714,0.1089843744257006,0.1510185950724532,73.97483299450231,-11.605486321434444,15.459737429710607,1800.1304337437696,64.05799975148469,143.64980298011236,85.28694976981895,40.03061043508772,Temperature_1,Temperature_2,Pressure_1,,,,
24.02980767396279,25.967592305844867,1061.673133320656,1053.5603089213382,53.01739504190257,45.58481534724432,0.0898038661361823,0.0925247662919096,75.59853811209634,-12.825822456896622,15.559354649160731,1793.8773627275086,61.06888821704699,143.6964238122858,85.1286338221436,25.54529365102512,Temperature_1,Temperature_2,Pressure_1,,,,
24.683782256548703,25.10237496509599,1061.344771947899,1051.7578685010128,50.51672762873591,41.53590039404476,0.1006888202341168,0.1042303513254098,74.58460560060067,-12.56779370206946,15.05457456272612,1794.5698179940673,61.41395990978491,141.81382356151474,86.469657532992,4.825694477361623,Temperature_1,Temperature_2,Pressure_1,,,,
24.6991466938853,25.083864108257146,1062.1409168503471,1052.738505159915,51.61424519327463,45.710448115217176,0.0502334529317402,0.1424614752476944,74.44800994951389,-12.13999730449068,14.91419736012137,1812.9206033432647,56.73215408188143,144.87336804406846,84.63589400618164,28.3541876494681,Temperature_1,Temperature_2,Pressure_1,,,,
25.75576822369981,23.335391975092417,1062.842952373522,1048.5883364701883,46.55290760059106,45.37819525799406,0.086835031753323,0.147865535153066,71.99706626362489,-10.525927364506702,14.906158432210574,1796.83840975289,56.56214685392352,144.30993205888402,85.31335877319208,44.78452617405258,Temperature_1,Temperature_2,Pressure_1,,,,
24.32337840655323,23.008844260951165,1062.0459799357118,1049.7718005627744,48.35463932735912,48.33326896951337,0.1090701742510893,0.1184485316356457,72.11679545587825,-10.807981932437018,14.981664058093008,1817.4852099283232,56.00499939225859,146.9214187071663,86.18495761573719,50.535187303122285,Temperature_1,Temperature_2,Pressure_1,,,,
23.006678441454785,21.515593520095017,1059.6605528226123,1047.1553082111036,48.010940318333255,45.389737185737225,0.0803541193149064,0.1014142094621003,70.313162275492,-10.595818038417033,14.908781023276616,1802.104962989215,51.14743446103,146.00718933199954,84.53531381792827,48.22870795722884,Temperature_1,Temperature_2,Pressure_1,,,,
22.911272456051595,20.70398937646905,1058.339358449804,1045.683154863209,49.52234360364445,44.37394977959237,0.1011796844317919,0.1514376525271373,72.25876752633911,-10.758154306373246,15.095381208598614,1794.0656791613244,48.48609280859293,142.0576543523455,86.95265231769568,42.4272765976318,Temperature_1,Temperature_2,Pressure_1,,,,
20.68367340052709,20.018959468526567,1055.9413335643444,1043.7526767489762,54.01932007782216,42.78959817567677,0.1089374500160539,0.1439166358762379,73.97381346363804,-12.305700502857,15.880804387898706,1820.6788779604208,50.47941606054002,145.9945765021757,86.39824782973321,55.04697820048086,Temperature_1,Temperature_2,Pressure_1,,,,
20.104431797502382,18.827407529140228,1051.9830979320022,1043.6519913789662,50.784831934357534,43.96372507901707,0.0931490159828447,0.1301842048164335,73.51694651574837,-11.650131698392045,15.515502172442975,1789.443605102014,51.72508696923034,141.64471642207283,83.4285800016617,29.254032090569233,Temperature_1,Temperature_2,Pressure_1,,,,
17.726069712547513,18.38207616717032,1046.9877645448853,1042.146953579026,50.48207274858501,44.60991471294725,0.1034092754199314,0.1078139647659387,72.79559701430026,-11.549473540888696,14.910864206257845,1800.7932694232522,46.95079486007609,144.8631616934757,83.8933172713227,27.074607058124915,Temperature_1,Temperature_2,Pressure_1,,,,
16.835906975550788,18.5388138185295,1046.8962657696616,1041.872287259226,52.546927586969325,43.13142393533042,0.0807453486943077,0.1192645598874294,73.04584806370382,-11.63235715771972,15.579469757259163,1792.0058146272822,52.980210758767576,142.596622773655,82.3669264001712,42.812677701121984,Temperature_1,Temperature_2,Pressure_1,,,,
16.562896712001827,17.76924325219074,1047.1728917266155,1039.356055107661,49.461848190221765,46.85016811946613,0.095867774406079,0.1175945987843275,72.46335539240202,-10.848556208680757,15.022818456973956,1809.5246197053616,54.56354459561117,141.65539517584304,83.69977054724683,41.47867718134475,Temperature_1,Temperature_2,Pressure_1,,,,
16.03910627107551,18.470573539669783,1046.762140233609,1042.6838483854642,51.2086499491752,46.43563021787624,0.1122043233917844,0.1249627695692336,73.47270807483291,-12.256450897324402,15.22068415814507,1812.561762317595,56.90817020431326,144.42166801081925,85.08234818992106,9.322532670001928,Temperature_1,Temperature_2,Pressure_1,,,,
15.256055009149646,18.08401564299919,1043.0532257554305,1043.5438247418344,50.6814351237738,44.88000958695338,0.1031394592193686,0.14176502157197,74.17917159889815,-11.11698826231061,14.729689346048715,1812.3691007951245,59.84876997871815,138.26309243261858,83.74086853424375,45.70235981345776,Temperature_1,Temperature_2,Pressure_1,,,,
14.94217585880588,19.38349454641992,1043.963032551043,1045.404249191268,48.95182320413082,44.674474424363446,0.0882693746087213,0.133191255617061,71.96989965021643,-11.895492859755464,14.861105167335442,1812.23948753146,64.40402784931922,140.17339118548645,84.46079724361597,30.9486694406157,Temperature_1,Temperature_2,Pressure_1,,,,
15.019819020760012,20.57662744826316,1043.0011295720192,1045.4992641671258,48.80470974406745,42.76950886434991,0.1044843280858158,0.1038393588452286,74.0821248298199,-12.33989625653738,14.71790625633943,1802.3539223409623,61.87600635378709,143.0510478074404,82.33051280901616,23.478196455658328,Temperature_1,Temperature_2,Pressure_1,,,,
14.930611985894092,19.976066019538997,1042.688596671847,1044.482329381019,45.75708392388229,46.14007472951828,0.1142921958127323,0.140647446750293,74.93243487095467,-12.281111490506463,14.74132015536689,1800.6777172440238,65.2191431601557,143.5490979558336,84.51240003520883,26.156618564655748,Temperature_1,Temperature_2,Pressure_1,,,,
16.104543989869907,21.681241897811805,1046.0927479172265,1047.8968822515778,49.24206133464895,43.88167278507468,0.0590011744284504,0.1246969821001973,73.81953284630644,-11.617609339935568,15.138422233545455,1783.288302275059,66.23819094536942,142.49633962195756,83.03067720969855,21.483613377068682,Temperature_1,Temperature_2,Pressure_1,,,,
17.269680614520098,23.266105031282287,1048.1916841074535,1049.1004491955728,47.40233791848307,42.93357374886864,0.1231814812991179,0.1303059869378837,75.18306252191555,-12.641769121243623,14.325336521645044,1816.028608332896,68.664207727356,140.32436783004525,83.48008079604494,38.958621573427266,Temperature_1,Temperature_2,Pressure_1,,,,
19.23446588759685,23.9187818455828,1049.8925396182094,1051.1196062882298,48.48139935772277,45.92060594670996,0.0932749052263785,0.141998112889179,77.55360206003245,-13.805496381516994,14.843732962971425,1800.3596537625624,72.72500497416331,141.79327587245993,83.26882141002896,38.292359355827955,Temperature_1,Temperature_2,Pressure_1,,,,
20.171809144784227,24.976885474094715,1054.8201586392945,1053.0781924338498,49.34421056697416,49.032074943144096,0.1085097986648046,0.1033262962572967,74.8956572070131,-12.242553560842742,15.158793357656268,1795.080430951305,67.30997103213866,144.26342395232902,81.99640067153884,28.719929347948863,Temperature_1,Temperature_2,Pressure_1,,,,
20.412575147831237,25.22250754045142,1055.20524164981,1053.815307889785,51.81038136771795,49.900431112271264,0.1239449384729045,0.119462616319403,75.65435943444542,-12.942714455951553,15.143702344309109,1817.610695908792,67.93715891855953,145.08762863158714,82.03430009418692,53.31626859475184,Temperature_1,Temperature_2,Pressure_1,,,,
22.6620419846974,25.89833922014543,1057.698521267885,1053.7673855690343,54.24827274068858,42.621025031643065,0.0725665260553906,0.1120281817296117,74.77958100654365,-11.693199874304373,15.570640003069332,1794.6024818513222,71.4146159108535,143.64492340336923,84.08840922743161,38.582770020612756,Temperature_1,Temperature_2,Pressure_1,,,,
23.34299276572457,25.937729105843168,1060.0817890648866,1053.7436546586232,51.2657395685782,40.41234646932507,0.085811179951449,0.0964821086195181,75.94661802733224,-12.553634456550316,15.196807050383237,1804.0662203422264,69.11114082566966,145.99339549411013,83.46714050492356,38.4918476534123,Temperature_1,Temperature_2,Pressure_1,,,,
23.991666018769216,26.3308161298202,1061.4773622238213,1053.793838125325,51.2818432332028,45.30644776305768,0.0942290260824859,0.1252006496640738,76.4602716249823,-12.793723636988332,15.196516369710803,1793.9435816381697,64.27373670636584,144.27192386453726,84.08043353552901,11.117427959617245,Temperature_1,Temperature_2,Pressure_1,,,,
25.13546727586577,25.56586995245824,1063.5316083175553,1052.6873006454557,50.89254794244667,43.816654313089984,0.0843249295775114,0.1576733482737663,76.41236519828759,-13.689260960829005,15.034991798631008,1802.0566443798807,64.29699445326665,142.0637174789967,83.33226883931903,40.30587026049252,Temperature_1,Temperature_2,Pressure_1,,,,
25.515499761247977,24.963468189576275,1063.4806943686506,1052.264019170843,47.30825815305357,43.69756090218544,0.1346987315167361,0.0923988338324137,75.39451824266423,-12.736953333534968,14.487509654478217,1799.364264608139,60.68243168498408,142.67003601257863,83.14299063480922,47.579190308854294,Temperature_1,Temperature_2,Pressure_1,,,,
25.29526919100344,23.835249213551013,1062.9189150140687,1051.0467662257795,46.861484280557,47.56971058215002,0.0828645581234641,0.1195157908342579,76.79306845190791,-13.546767200314308,14.461842398570695,1789.82084810781,60.412358766976766,140.22160584702584,81.28159998514974,55.393254037850895,Temperature_1,Temperature_2,Pressure_1,,,,
23.91051825731088,22.84023369078109,1060.7954824436304,1049.9912182371584,46.44948204155737,43.54637839147468,0.0888890644102626,0.1296081440261215,78.19424674628652,-14.599924060987997,14.7868187070468,1805.0858907456227,55.14901918765356,143.27884918765304,82.76001779721442,37.44339680149779,Temperature_1,Temperature_2,Pressure_1,,,,
23.380927718007136,21.826976724872157,1060.9345844552736,1047.097921926764,48.74877836142546,46.77283021286212,0.1040877806320595,0.1218461730248427,77.29639482953709,-13.468115322795663,14.878769487246322,1810.4886414187536,54.98019641587969,145.87335881044092,83.04076402701813,16.241308021415556,Temperature_1,Temperature_2,Pressure_1,,,,
22.66563171570178,21.122504676541237,1058.874863585998,1047.8779078699797,47.927046446650536,45.49173175926463,0.0759570094784782,0.1183030792122638,77.89383884164997,-14.215742299714892,14.765002195743609,1795.377708922538,56.62376978314085,144.6606354457445,85.07372195670077,20.343590926324374,Temperature_1,Temperature_2,Pressure_1,,,,
21.781867789073782,19.8316062076719,1056.1931212460615,1044.5305104306738,48.88717982273509,44.61863825634038,0.0920863857648747,0.1005117545483126,76.74587775273498,-13.045236961442374,14.803939973809038,1803.4210241969688,51.536940047204254,146.27440912268213,83.87434105802537,21.866681413150708,Temperature_1,Temperature_2,Pressure_1,,,,
19.760412881077364,19.287482818012386,1053.292524472803,1043.91413039154,51.70179592433593,40.97915607156119,0.1063490652250035,0.1234918011441024,77.74990023942371,-14.41004590115902,15.109141823337444,1789.5447051432595,50.09865633158969,142.73969452693592,84.80401037414065,32.37962323812844,Temperature_1,Temperature_2,Pressure_1,,,,
18.61307528615549,19.366058704320427,1047.3776079516808,1043.4513187131624,51.2252564232012,43.36076378913867,0.0933427919123497,0.1086485403447611,77.26215756096414,-12.77155847406116,15.331908001217748,1804.067519086224,51.78563570755127,146.4395039713619,83.95923361731674,13.884956809560386,Temperature_1,Temperature_2,Pressure_1,,,,
16.94683251299699,18.48474657621641,1048.042430726366,1040.7877276561062,53.37900591121109,43.611863060910615,0.098132262822001,0.0871511744253216,75.9809409228909,-13.438636790741478,15.270851774747504,1798.0850224680364,50.60918424574785,143.21051788383855,82.75660788681256,34.88839428909444,Temperature_1,Temperature_2,Pressure_1,,,,
15.866362782026927,17.869590587132862,1042.9930117852757,1042.5116221977885,52.79355649413501,47.15084258647784,0.0894133577510325,0.1379188833077059,77.16628006982144,-13.473488866310502,15.011142706753189,1807.4698084010472,57.704867599184006,146.5981376865373,83.70291065377675,30.859229670005906,Temperature_1,Temperature_2,Pressure_1,,,,
16.076135892274912,18.616782263709304,1044.7898308431468,1043.514648513238,53.12880091015258,46.15698051645546,0.0697105938163846,0.1343757872976306,75.74035414412857,-12.474247416870254,15.461610446123291,1795.9847886036978,55.360142075391934,143.60678750025136,83.95064842689116,23.633462406229725,Temperature_1,Temperature_2,Pressure_1,,,,
15.848490882840071,18.372668235653627,1043.577311871054,1042.333940307786,50.33448268477684,46.15561569422604,0.1064318642267847,0.1207749146527662,75.95382640569767,-13.26223341794889,14.99247293570474,1802.570609744444,56.86594290852375,144.9621114103498,82.91369155752723,4.505652357386714,Temperature_1,Temperature_2,Pressure_1,,,,
14.963994939209831,18.356323061182675,1041.6333084026987,1042.588077165554,45.122365683447136,43.50627690781466,0.1350986614329448,0.1234361203230855,76.60354186966546,-12.875536613116257,14.51851574145127,1810.8771042615783,58.32862198995992,146.4270246845769,83.61561262340707,54.21582737325114,Temperature_1,Temperature_2,Pressure_1,,,,
15.67213731750067,19.59676547563304,1045.5051014223798,1044.8078995876128,48.2314416756274,44.20893740976912,0.1003680326156687,0.1361147701907334,76.51476713139758,-13.871975364598995,15.144659828842643,1811.246312770136,64.78263083423809,143.41040091266163,83.94899648284142,24.668952263516044,Temperature_1,Temperature_2,Pressure_1,,,,
15.850690993601626,20.21640705117958,1044.2336807858912,1044.07457389126,50.247420060846565,43.787676674985,0.1045052823449509,0.1233650948516712,74.81076753492287,-11.679324917870156,15.020629894614556,1807.0613113618583,66.7343748256555,144.08831914963278,85.92157954591377,9.270821299497129,Temperature_1,Temperature_2,Pressure_1,,,,
16.141906216764692,21.85939460638347,1045.6303163152602,1047.3658497676984,48.852430804483184,42.88030219209751,0.1138544551023371,0.1335602633214197,76.81935263591306,-13.402601685473652,14.943079815072064,1790.017877414886,66.07635906903727,145.84962430624634,82.40162138440398,25.295177234614197,Temperature_1,Temperature_2,Pressure_1,,,,
17.680697802754207,23.042643532085908,1048.3144750266292,1050.1993770418262,49.33271875782903,45.05735699244004,0.074613390069066,0.1155377669868922,76.08964436850552,-13.3430278882372,14.697487177523238,1795.6420118744088,69.81315672808923,142.99557749838965,85.85852206538218,16.160083474201784,Temperature_1,Temperature_2,Pressure_1,,,,
19.47492305772039,24.67057492491012,1052.426886942664,1051.0024308488298,50.972261443612446,44.59487983101605,0.1340502931625921,0.1396797560786092,74.55632394882922,-12.427752860628326,15.053292253891051,1790.3389689609194,66.64214632646498,140.69164094115158,83.8888932795453,17.93114291203639,Temperature_1,Temperature_2,Pressure_1,,,,
19.982086980445025,24.95919807425185,1053.0409958519504,1052.6736434571112,50.177315181922864,47.05048502798982,0.104046575928456,0.1248117858889902,73.46241520355082,-11.326747967079047,15.139636727234008,1796.5593604329576,70.36994115014632,147.78701968144597,83.62792081273038,24.068187116561354,Temperature_1,Temperature_2,Pressure_1,,,,
22.076417053419597,25.376461403614204,1055.8698418826507,1051.9794266617223,51.89463141481118,46.69246002740376,0.1326371379817821,0.1229107791540881,74.59404303647847,-12.589249164164451,14.87838839471287,1800.5847855114198,70.56477096704408,142.51136097891057,86.35425361553378,9.826798693358551,Temperature_1,Temperature_2,Pressure_1,,,,
21.19012744795512,26.195465537629666,1056.3765217153573,1054.6663422923914,51.36277242048461,48.93118963654496,0.0853393400895202,0.1009490836693195,74.0364181959338,-12.392887942678293,15.176446260671604,1794.5308712710998,72.07491365696285,143.7963526576329,86.07919442456823,27.01279826760224,Temperature_1,Temperature_2,Pressure_1,,,,
23.94648515812035,25.115545876396848,1060.3992137330797,1052.6448056287572,52.3678542879459,41.56428250837239,0.1363612384511565,0.1243043378145256,74.34777359232284,-12.284655094953289,15.256943643323552,1780.42661410866,65.52943020640811,145.54901744273724,86.77215679258623,25.546076164135535,Temperature_1,Temperature_2,Pressure_1,,,,
24.373650553041276,25.9579491283997,1060.1907192074227,1052.6448182398751,53.82961851089561,44.696265858128655,0.1155031098806956,0.1075206762375832,73.63688333884443,-12.406922725807195,15.39121934220705,1788.9884424978002,62.44329474239535,142.25839071359712,86.48474223419691,16.653022247756855,Temperature_1,Temperature_2,Pressure_1,,,,
24.68012545621241,25.77244769269254,1061.9321357514589,1054.5904630226046,53.907768874337634,44.72752120723234,0.1110608017170471,0.1104257591020725,71.77502028123754,-9.977238186647863,15.59820866716541,1797.6036675003195,60.79733452917512,141.73544185714485,87.9050815252188,75.92939669771557,Temperature_1,Temperature_2,Pressure_1,,,,
25.04588038826775,24.236992626434255,1064.5925205671697,1050.767815678213,49.721107448638016,45.4209546067352,0.1046804890870629,0.1077693655752581,73.19743949932575,-11.88191704527024,15.038998447833508,1786.518229545725,57.326862999370206,143.75733840838092,86.55872383694448,17.709156539216558,Temperature_1,Temperature_2,Pressure_1,,,,
23.835844674144894,24.457501617282773,1061.5219110904034,1051.0380504763125,47.59962147029719,49.40569767925907,0.095029427638511,0.1040064760215116,73.10767420834922,-11.13802871108441,15.055576526701008,1804.4869493836384,60.08512426449279,140.0313744551985,85.99067549657893,31.39635174376884,Temperature_1,Temperature_2,Pressure_1,,,,
24.220291075003438,23.170674743407844,1061.091930015599,1049.9164674728966,47.40297970635988,48.05815820891029,0.1240106331694774,0.1518715710452544,73.90161021720517,-11.8460700667787,14.541580067517184,1823.332811262032,58.09727859004808,143.16163410526335,86.62850159669442,49.55850314381023,Temperature_1,Temperature_2,Pressure_1,,,,
23.71409019168862,21.833884834439683,1060.078922679059,1048.6697371312025,48.20241349785823,47.35150574646827,0.1028071973969609,0.139970085929826,72.45404126036638,-11.719287655424177,14.847426263229494,1810.2305655525224,53.569365344032185,144.118401771296,87.65768269071906,20.867213710195013,Temperature_1,Temperature_2,Pressure_1,,,,
23.238947022370777,21.21783656603244,1059.1562589935245,1046.014097393866,44.51421415637959,44.920319020473706,0.0606586059282569,0.1488055125321639,74.74682302079444,-12.376388865003584,14.46831477291595,1812.105288072283,53.782335853525936,142.9363593542533,85.75271356097784,46.3123769768847,Temperature_1,Temperature_2,Pressure_1,,,,
21.03496011637577,20.90827714312175,1057.1466682163125,1046.4117595945609,43.90763809372553,45.067586370661566,0.0776562707658599,0.1016565747066665,71.10546972660063,-10.160733473644942,14.17691291062154,1799.581151750405,50.60865849826978,139.99317760394737,85.9864155060466,78.60505816835644,Temperature_1,Temperature_2,Pressure_1,,,,
19.59575319855341,19.244319377277208,1052.5734418493385,1044.2095322661803,48.89892630101683,44.144703850716326,0.096283084956145,0.1210688062486633,74.31116749780263,-12.249714416444467,15.081151630519951,1811.6750982298645,49.80977670459847,146.96243369226528,86.42309079297098,16.06683539405559,Temperature_1,Temperature_2,Pressure_1,,,,
18.455026252695124,18.635186619382377,1050.3400941525813,1043.507264414884,49.05857514817168,42.29371711578931,0.1061999796633111,0.1005973856219385,72.79279130637428,-10.799839180261628,15.37079217598773,1797.0904797142443,49.67466649900179,143.83428199017712,84.70803277530797,32.391060525934755,Temperature_1,Temperature_2,Pressure_1,,,,
